seller,total_products,fake_count,fake_percent
بهار سیتی,44,0,0.0
بهار شیراز,26,0,0.0
بهتا تولید,43,0,0.0
بهداشتی اصیل,50,0,0.0
بهکات یونیک,35,0,0.0
بی دکان بومی,39,0,0.0
بیبی گل,50,0,0.0
بیوتی لیلا شاپ,79,0,0.0
بیوتی مهد,92,0,0.0
پاآرا,79,0,0.0
پاراکورد,59,0,0.0
پارچه الف,116,0,0.0
پارچه باما,923,0,0.0
پارس چادر,48,0,0.0
پارس کیان,22,0,0.0
پارسی پاسارگاد,165,0,0.0
پارسیان بی همتا,43,0,0.0
ایران مگنت,29,0,0.0
ایزدمهر آریا,87,0,0.0
ایمنس هربال,45,0,0.0
ایران تحریر شاپ,210,0,0.0
ایران زمان,226,0,0.0
اکسی توسین,48,0,0.0
ای اچ پی ریدیزاین,31,0,0.0
ایران آزاد,24,0,0.0
ایران الفا,37,0,0.0
اکسسوری ویوات,68,0,0.0
اکسسوری گلی,22,0,0.0
اوراشی,175,0,0.0
اورانوس بیوتی,52,0,0.0
اوات گالری,28,0,0.0
اورکوکتل,41,0,0.0
اول سلامت,21,0,0.0
انتشارات امید سخن,55,0,0.0
انتشارات ایرانشناسی,25,0,0.0
انتشارات پدیده دانش,117,0,0.0
انتشارات پنج خط,40,0,0.0
انتشارات خانه ی رود,23,0,0.0
انتشارات راهنمای سفر,188,0,0.0
انتشارات طلایه,114,0,0.0
انتشارات عروج ایمان,138,0,0.0
انتشارات گراد,29,0,0.0
انتشارات گلبرگ,116,0,0.0
انتشارات منتشران,27,0,0.0
انگلیش تودی,102,0,0.0
بازرگانی پارسین,39,0,0.0
بازرگانی بخشمند,54,0,0.0
بازرگانی بیوتی سنتر,167,0,0.0
بازرگانی تهران سرمه,30,0,0.0
بازرگانی دلوین,24,0,0.0
بازرگانی رادمنش,47,0,0.0
بازرگانی طیبی,24,0,0.0
بازرگانی عابد,22,0,0.0
بازرگانی فارس,276,0,0.0
بازرگانی آرادین,37,0,0.0
بازرگانی آرشیدا,35,0,0.0
بازرگانی آرکان,150,0,0.0
بازرگانی آریا لوکس,93,0,0.0
بابک تویز,28,0,0.0
بادیبان,34,0,0.0
بارمان دکور چاپ,2522,0,0.0
باریزان,40,0,0.0
بازار نارنج,20,0,0.0
آس کالا کمپانی,80,0,0.0
آسانا شاپ,24,0,0.0
آسای,21,0,0.0
آشام تویز,99,0,0.0
آشیانه ی سبز,35,0,0.0
آفرا,26,0,0.0
آرین گروپ,70,0,0.0
آریناگالری,64,0,0.0
آزاده دکوراتیو,24,0,0.0
آفیس من,196,0,0.0
آرشا گیم شاپ,144,0,0.0
آلدی شاپ,22,0,0.0
آلما کتاب,181,0,0.0
آلماندو,31,0,0.0
آلیانس,149,0,0.0
آمورا,87,0,0.0
آمیتیس مارکت,61,0,0.0
آرانا مد,33,0,0.0
آرانیک,88,0,0.0
آرایشی اصیل ,57,0,0.0
آرایشی و بهداشتی پریا,76,0,0.0
آرایشی وینا,35,0,0.0
آرتا لند,79,0,0.0
آرتین کفش,66,0,0.0
آرولی پلاس,218,0,0.0
آرون تک,58,0,0.0
آروها,48,0,0.0
آروین زرین,119,0,0.0
آریا گستر افزار,156,0,0.0
 ایده ماندگار ,78,0,0.0
 ایران بیوتی,28,0,0.0
 بهداشت مکمل,106,0,0.0
 پرشین لند,33,0,0.0
 پوزیترون,520,0,0.0
 حراجکده,160,0,0.0
 رژا ,54,0,0.0
 سایه آرت,74,0,0.0
 فروشگاه رزلند,40,0,0.0
 گالری پاریس,29,0,0.0
 محصولات طبیعی اصفهان,166,0,0.0
 مه در,23,0,0.0
 مهردخت,24,0,0.0
 موری,189,0,0.0
 هرمودر ,48,0,0.0
 هم میهن,43,0,0.0
آذربیوتی,60,0,0.0
 کهکشان علم,53,0,0.0
آدرین فرش,27,0,0.0
آدین چرم,322,0,0.0
آذرآنتیک,83,0,0.0
 یاقوت گستر پارس,21,0,0.0
آ اند آ,147,0,0.0
آبان نقشینه,22,0,0.0
آباکیس,164,0,0.0
آبرنگ بیژن,84,0,0.0
آث میلان,31,0,0.0
آثامیا,107,0,0.0
آجیل خشکبار معصومی,530,0,0.0
ارتباط برتر هیمو,35,0,0.0
ارزین کالارسان,842,0,0.0
ارشان طب,30,0,0.0
ارغوان پاییز,227,0,0.0
ارمغان هنر ایران,94,0,0.0
ارونی چوب,116,0,0.0
اریاپیرکس,72,0,0.0
اسباب بازی آرماغان,90,0,0.0
اترنال گلد رز,238,0,0.0
اترک شاپ,28,0,0.0
آیلین تجارت,26,0,0.0
ابزار واحد,121,0,0.0
احساس برتر,24,0,0.0
ادموند شاپ,81,0,0.0
ارایشی بلا,429,0,0.0
آکریلیک,150,0,0.0
آکوا ایلیا,24,0,0.0
آقای لیف,105,0,0.0
آگرین چرم,27,0,0.0
إی ام ,21,0,0.0
آی بولک,666,0,0.0
آناباجی,93,0,0.0
آنالوگ,34,0,0.0
آنالی واچ ,45,0,0.0
آناهیتا مارکت,88,0,0.0
آنورشاپ,93,0,0.0
آنی گالری,119,0,0.0
آوات روبو,30,0,0.0
آواتصویر,33,0,0.0
آوانگاه,25,0,0.0
آوای نور,427,0,0.0
آورکام,29,0,0.0
آوین گستر پردیس,29,0,0.0
انار آبی,21,0,0.0
انبار مرکز,78,0,0.0
امپر,478,0,0.0
امپرسیون,88,0,0.0
امیدوار,26,0,0.0
امیر نشان,78,0,0.0
الیما شاپ,23,0,0.0
الینورا,75,0,0.0
ام استور,24,0,0.0
الانز شاپ,88,0,0.0
الهی نامه,84,0,0.0
الوان شاپ,60,0,0.0
اسباب بازی عسل,22,0,0.0
اسپرتی,141,0,0.0
اسپورت برند,80,0,0.0
استرایپس,107,0,0.0
استار بوک,89,0,0.0
استار لاکچری,22,0,0.0
افروز استور,74,0,0.0
اسکایلر,157,0,0.0
اسکلاره,464,0,0.0
اسمارت سولوشن,88,0,0.0
جینگیلستون,24,0,0.0
چاچامیک چایلد,32,0,0.0
جومانجی توی,38,0,0.0
جویل,40,0,0.0
جویینه,23,0,0.0
جیب,72,0,0.0
چهره کده,33,0,0.0
چوپی,100,0,0.0
چرم سورنا,114,0,0.0
چرم صادراتی تبریز,72,0,0.0
چرم لانکا,31,0,0.0
چرما اسپرت,28,0,0.0
چیتا پوشاک,114,0,0.0
چیزمیز,313,0,0.0
چیکا مارکت,507,0,0.0
حاجی ارزونی تهران,85,0,0.0
حرفه هنرمند,26,0,0.0
حس آمیزی,1340,0,0.0
حمنا مارکت,37,0,0.0
حکمت,212,0,0.0
حیات پوشش اکسیژن پاک,149,0,0.0
خانم و آقای مداد,304,0,0.0
خانه عطری,26,0,0.0
خانه فشن زانیسا,34,0,0.0
خانه گل و بلبل,41,0,0.0
خانه مد شیوانا,34,0,0.0
خانه و کاشانه,145,0,0.0
خانواده باهوش,66,0,0.0
خرازی فرهاد,125,0,0.0
دانژه بوک,123,0,0.0
دانشی نو,58,0,0.0
درس ایگو,40,0,0.0
درماکده,104,0,0.0
درماکده ایران,93,0,0.0
دریم پو شاپ,135,0,0.0
دریم مد,63,0,0.0
خلیج فارس,97,0,0.0
خمیر پلیمر دالیس,39,0,0.0
خوش پاک,35,0,0.0
دال آرت گالری,25,0,0.0
داروخانه حکیم گل,402,0,0.0
دستبافت های لیلی,45,0,0.0
دل اویز,34,0,0.0
دل لونا,35,0,0.0
دنیای زیبایی ساناز,124,0,0.0
دنیای سرمایه گذاری,35,0,0.0
دنیای ملورین,548,0,0.0
دنیای کتاب سایه ,173,0,0.0
دمو شاپ,21,0,0.0
دکتر فیلتر,43,0,0.0
دکو مارکت,92,0,0.0
دهلیز,20,0,0.0
دهکده سفال آمادای,255,0,0.0
دهکده مدرن من,43,0,0.0
دهکده نارمیلا,45,0,0.0
دوات کتاب,167,0,0.0
دونو باکس هدیه,89,0,0.0
دیدار استور,221,0,0.0
دینا شاپ,38,0,0.0
دینا یدک,21,0,0.0
ذین و فر,25,0,0.0
رابیلو,92,0,0.0
رادمهر هوم,40,0,0.0
راشن استور,24,0,0.0
راضی خرید,73,0,0.0
رامش کالا,34,0,0.0
دیا گالری,77,0,0.0
دیاسا,518,0,0.0
دیاکو شاپ لند,41,0,0.0
دیبالند,88,0,0.0
دیجی می,84,0,0.0
رخ گالری,148,0,0.0
رزا مارکت,60,0,0.0
رزیران آرت,25,0,0.0
رژارت,33,0,0.0
رهامدیکا,37,0,0.0
روبین استایل,20,0,0.0
روجا تجارت,108,0,0.0
رودگل,35,0,0.0
روز شو,27,0,0.0
روزنامه دیواری,20,0,0.0
روژان ماداکتو,31,0,0.0
رایان زمانی,44,0,0.0
رنس,421,0,0.0
رنگ تا رنگ,88,0,0.0
رنگساژ,51,0,0.0
زیگ زاگ استور,135,0,0.0
زینگو بازی,233,0,0.0
ژرمن پوشش,82,0,0.0
ژرمن مارکت,289,0,0.0
ژوان کالا,85,0,0.0
زیبایی خانه نو,66,0,0.0
زیبایی ژانین,34,0,0.0
زرین پیرکس آزما,179,0,0.0
رومو,30,0,0.0
رویا هوم,81,0,0.0
رویاسنتر,221,0,0.0
رویای ابریشمی ,54,0,0.0
رویای نارنجی,62,0,0.0
رویش نهال جوان,29,0,0.0
روشا چوب,76,0,0.0
زر نگار,30,0,0.0
ریحا بیوتی,523,0,0.0
رینوا,28,0,0.0
زانکو چرم,50,0,0.0
زاک لند,163,0,0.0
تاپ سل برند,49,0,0.0
پینک لندشاپ,315,0,0.0
پیکسل باز,50,0,0.0
پیشگامان به شم آرا,93,0,0.0
تایتل,50,0,0.0
تجارت سی و سه پل,59,0,0.0
تجاسب,39,0,0.0
تجهیزات پزشکی ندامد,42,0,0.0
تجهیزات دانیال روژ,20,0,0.0
تحریر حسن,43,0,0.0
تحریر سرو,21,0,0.0
تحول بوک,244,0,0.0
تولید  پخش سانلومکس,21,0,0.0
ترنم,57,0,0.0
توسعه هوشمند رستا,21,0,0.0
ترمه خاتم,21,0,0.0
ترمه سرای شاخه ی طوبی,54,0,0.0
ترمه گرافیک,1339,0,0.0
ترندشاپ,31,0,0.0
تریکو صالحی,23,0,0.0
تن نواز,48,0,0.0
تنگ تکاب,20,0,0.0
تولیدی قدس,57,0,0.0
تولیدی بانگیز,79,0,0.0
تولیدی برهان تن پوش,97,0,0.0
تولیدی داتیس,168,0,0.0
تک شاپ ایران,79,0,0.0
تک فرش آران,30,0,0.0
تکسام,29,0,0.0
تکین مهر جنوب,44,0,0.0
تی ست,60,0,0.0
تیتایم,270,0,0.0
تیج,133,0,0.0
تیشرت باران,47,0,0.0
تیلوس,40,0,0.0
ثانی استور,61,0,0.0
جامه فرش,130,0,0.0
جانا استور,43,0,0.0
جرجیا اسپرت,21,0,0.0
جرمن شوز,40,0,0.0
جرمن کالا,164,0,0.0
جستر,362,0,0.0
جعبه هنر,270,0,0.0
جم سواروسکی,41,0,0.0
جهان آکواریوم,169,0,0.0
جهان دخت,26,0,0.0
توی استور تهران,23,0,0.0
تویلی,80,0,0.0
جواهر بازار,36,0,0.0
جواهرسرا,68,0,0.0
جواهری سروری,173,0,0.0
پوشاک نی نی جان,28,0,0.0
پویا درمان مهر,94,0,0.0
پویا مارکت می,66,0,0.0
پوشاک کژین,62,0,0.0
پوشاک ایواشاپ,63,0,0.0
پوشاک تایتان,20,0,0.0
پرولایزبیوتی,42,0,0.0
پروما گالری,612,0,0.0
پندار کالا ,25,0,0.0
پوشاک آرشیا,20,0,0.0
پزشکی اکسیژن,58,0,0.0
پزشکی بورس طب,21,0,0.0
پزشکی نوراد,56,0,0.0
پرمیوس,36,0,0.0
پرن اپوکسی,37,0,0.0
پرنه,58,0,0.0
پرهاد,22,0,0.0
پرهام شاپ تهران,69,0,0.0
پخش روژا,27,0,0.0
پخش ریحانه,40,0,0.0
پخش سلسله مهر,603,0,0.0
بیش خوان,138,0,0.0
بیگ ماز,25,0,0.0
پاسارگاد اسپادانا,45,0,0.0
پپا فشن,153,0,0.0
پخش پرهام,48,0,0.0
پدیده نقش استور,141,0,0.0
پر پریا,39,0,0.0
پرتقال شیرین,122,0,0.0
پردیس مبین,51,0,0.0
پخش نوآوران سلامت,95,0,0.0
پخش نیک آیین,1205,0,0.0
پخش ورسای,214,0,0.0
پخش کالای آریا,399,0,0.0
پخش کالای اطلس,36,0,0.0
پخش کالای رامش,50,0,0.0
پخش کالای شمس,23,0,0.0
